Name,ID,Has Block,Mod,Class
minecraft:lead,420,false,minecraft,net.minecraft.item.ItemLead
minecraft:name_tag,421,false,minecraft,net.minecraft.item.ItemNameTag
minecraft:command_block_minecart,422,false,minecraft,net.minecraft.item.ItemMinecart
minecraft:record_13,2256,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_cat,2257,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_blocks,2258,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_chirp,2259,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_far,2260,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_mall,2261,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_mellohi,2262,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_stal,2263,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_strad,2264,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_ward,2265,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_11,2266,false,minecraft,net.minecraft.item.ItemRecord
minecraft:record_wait,2267,false,minecraft,net.minecraft.item.ItemRecord
IC2:itemHarz,4096,false,IC2,ic2.core.item.ItemResin
IC2:itemRubber,4097,false,IC2,ic2.core.item.ItemIC2
IC2:itemFluidCell,4098,false,IC2,ic2.core.item.ItemFluidCell
IC2:itemupgradekit,4099,false,IC2,ic2.core.item.ItemUpgradeKit
IC2:itemRecipePart,4100,false,IC2,ic2.core.item.resources.ItemRecipePart
IC2:itemCasing,4101,false,IC2,ic2.core.item.resources.ItemCasing
IC2:itemCrushedOre,4102,false,IC2,ic2.core.item.resources.ItemCrushedOre
IC2:itemPurifiedCrushedOre,4103,false,IC2,ic2.core.item.resources.ItemPurifiedCrushedOre
IC2:itemPlates,4104,false,IC2,ic2.core.item.resources.ItemPlate
IC2:itemDensePlates,4105,false,IC2,ic2.core.item.resources.ItemDensePlate
IC2:itemTurningBlanks,4106,false,IC2,ic2.core.item.resources.ItemLatheDefault
IC2:itemTurningBlanksWood,4107,false,IC2,ic2.core.item.resources.ItemLatheDefault
IC2:itemDustSmall,4108,false,IC2,ic2.core.item.resources.ItemsmallDust
IC2:itemDust,4109,false,IC2,ic2.core.item.resources.ItemDust
IC2:itemDust2,4110,false,IC2,ic2.core.item.resources.ItemDust2
IC2:itemIngot,4111,false,IC2,ic2.core.item.resources.ItemIngot
IC2:reactorLithiumCell,4112,false,IC2,ic2.core.item.reactor.ItemReactorLithiumCell
IC2:itemTritiumCell,4113,false,IC2,ic2.core.item.ItemIC2
IC2:itemUran,4114,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemMOX,4115,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemPlutonium,4116,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemPlutoniumSmall,4117,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemUran235,4118,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemUran235small,4119,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemUran238,4120,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemFuelRod,4121,false,IC2,ic2.core.item.ItemIC2
IC2:itemRTGPellet,4122,false,IC2,ic2.core.item.ItemRadioactive
IC2:itemPartCircuit,4123,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCircuitAdv,4124,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartAlloy,4125,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCarbonFibre,4126,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCarbonMesh,4127,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCarbonPlate,4128,false,IC2,ic2.core.item.ItemIC2
IC2:itemOreIridium,4129,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartIridium,4130,false,IC2,ic2.core.item.ItemIC2
IC2:itemShardIridium,4131,false,IC2,ic2.core.item.ItemIC2
IC2:itemTreetap,4132,false,IC2,ic2.core.item.tool.ItemTreetap
IC2:itemToolBronzePickaxe,4133,false,IC2,ic2.core.item.tool.ItemIC2Pickaxe
IC2:itemToolBronzeAxe,4134,false,IC2,ic2.core.item.tool.ItemIC2Axe
IC2:itemToolBronzeSword,4135,false,IC2,ic2.core.item.tool.ItemIC2Sword
IC2:itemToolBronzeSpade,4136,false,IC2,ic2.core.item.tool.ItemIC2Spade
IC2:itemToolBronzeHoe,4137,false,IC2,ic2.core.item.tool.ItemIC2Hoe
IC2:itemToolWrench,4138,false,IC2,ic2.core.item.tool.ItemToolWrench
IC2:itemToolCutter,4139,false,IC2,ic2.core.item.tool.ItemToolCutter
IC2:itemFoamSprayer,4140,false,IC2,ic2.core.item.tool.ItemSprayer
IC2:itemToolbox,4141,false,IC2,ic2.core.item.ItemToolbox
IC2:itemContainmentbox,4142,false,IC2,ic2.core.item.ItemContainmentbox
IC2:itemToolForgeHammer,4143,false,IC2,ic2.core.item.tool.ItemToolHammer
IC2:itemLathingTool,4144,false,IC2,ic2.core.item.tool.ItemLathingTool
IC2:itemcrystalmemory,4145,false,IC2,ic2.core.item.ItemCrystalMemory
IC2:itemToolDrill,4146,false,IC2,ic2.core.item.tool.ItemDrillStandard
IC2:itemToolDDrill,4147,false,IC2,ic2.core.item.tool.ItemDrillDiamond
IC2:itemToolIridiumDrill,4148,false,IC2,ic2.core.item.tool.ItemDrillIridium
IC2:itemToolChainsaw,4149,false,IC2,ic2.core.item.tool.ItemElectricToolChainsaw
IC2:itemToolWrenchElectric,4150,false,IC2,ic2.core.item.tool.ItemToolWrenchElectric
IC2:itemTreetapElectric,4151,false,IC2,ic2.core.item.tool.ItemTreetapElectric
IC2:itemToolMiningLaser,4152,false,IC2,ic2.core.item.tool.ItemToolMiningLaser
IC2:itemToolMEter,4153,false,IC2,ic2.core.item.tool.ItemToolMeter
IC2:itemScanner,4154,false,IC2,ic2.core.item.tool.ItemScanner
IC2:itemScannerAdv,4155,false,IC2,ic2.core.item.tool.ItemScannerAdv
IC2:obscurator,4156,false,IC2,ic2.core.item.tool.ItemObscurator
IC2:itemFreq,4157,false,IC2,ic2.core.item.tool.ItemFrequencyTransmitter
IC2:itemNanoSaber,4158,false,IC2,ic2.core.item.tool.ItemNanoSaber
IC2:plasmaLauncher,4159,false,IC2,ic2.core.item.tool.PlasmaLauncher
IC2:windmeter,4160,false,IC2,ic2.core.item.tool.ItemWindmeter
IC2:itemArmorHazmatHelmet,4161,false,IC2,ic2.core.item.armor.ItemArmorHazmat
IC2:itemArmorHazmatChestplate,4162,false,IC2,ic2.core.item.armor.ItemArmorHazmat
IC2:itemArmorHazmatLeggings,4163,false,IC2,ic2.core.item.armor.ItemArmorHazmat
IC2:itemArmorRubBoots,4164,false,IC2,ic2.core.item.armor.ItemArmorHazmat
IC2:itemArmorBronzeHelmet,4165,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorBronzeChestplate,4166,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorBronzeLegs,4167,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorBronzeBoots,4168,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorAlloyChestplate,4169,false,IC2,ic2.core.item.armor.ItemArmorIC2
IC2:itemArmorNanoHelmet,4170,false,IC2,ic2.core.item.armor.ItemArmorNanoSuit
IC2:itemArmorNanoChestplate,4171,false,IC2,ic2.core.item.armor.ItemArmorNanoSuit
IC2:itemArmorNanoLegs,4172,false,IC2,ic2.core.item.armor.ItemArmorNanoSuit
IC2:itemArmorNanoBoots,4173,false,IC2,ic2.core.item.armor.ItemArmorNanoSuit
IC2:itemArmorQuantumHelmet,4174,false,IC2,ic2.core.item.armor.ItemArmorQuantumSuit
IC2:itemArmorQuantumChestplate,4175,false,IC2,ic2.core.item.armor.ItemArmorQuantumSuit
IC2:itemArmorQuantumLegs,4176,false,IC2,ic2.core.item.armor.ItemArmorQuantumSuit
IC2:itemArmorQuantumBoots,4177,false,IC2,ic2.core.item.armor.ItemArmorQuantumSuit
IC2:itemArmorJetpack,4178,false,IC2,ic2.core.item.armor.ItemArmorJetpack
IC2:itemArmorJetpackElectric,4179,false,IC2,ic2.core.item.armor.ItemArmorJetpackElectric
IC2:itemArmorBatpack,4180,false,IC2,ic2.core.item.armor.ItemArmorBatpack
IC2:itemArmorAdvBatpack,4181,false,IC2,ic2.core.item.armor.ItemArmorAdvBatpack
IC2:itemArmorEnergypack,4182,false,IC2,ic2.core.item.armor.ItemArmorEnergypack
IC2:itemArmorCFPack,4183,false,IC2,ic2.core.item.armor.ItemArmorCFPack
IC2:itemSolarHelmet,4184,false,IC2,ic2.core.item.armor.ItemArmorSolarHelmet
IC2:itemStaticBoots,4185,false,IC2,ic2.core.item.armor.ItemArmorStaticBoots
IC2:itemNightvisionGoggles,4186,false,IC2,ic2.core.item.armor.ItemArmorNightvisionGoggles
IC2:itemBatREDischarged,4187,false,IC2,ic2.core.item.ItemBatteryDischarged
IC2:itemBatRE,4188,false,IC2,ic2.core.item.ItemBattery
IC2:itemAdvBat,4189,false,IC2,ic2.core.item.ItemBattery
IC2:itemBatCrystal,4190,false,IC2,ic2.core.item.ItemBattery
IC2:itemBatLamaCrystal,4191,false,IC2,ic2.core.item.ItemBattery
IC2:itemBatSU,4192,false,IC2,ic2.core.item.ItemBatterySU
IC2:itemBatChargeRE,4193,false,IC2,ic2.core.item.ItemBatteryChargeHotbar
IC2:itemBatChargeAdv,4194,false,IC2,ic2.core.item.ItemBatteryChargeHotbar
IC2:itemBatChargeCrystal,4195,false,IC2,ic2.core.item.ItemBatteryChargeHotbar
IC2:itemBatChargeLamaCrystal,4196,false,IC2,ic2.core.item.ItemBatteryChargeHotbar
IC2:itemCable,4197,false,IC2,ic2.core.item.block.ItemCable
IC2:itemCellEmpty,4198,false,IC2,ic2.core.item.resources.ItemCell
IC2:itemTinCan,4199,false,IC2,ic2.core.item.ItemIC2
IC2:itemTinCanFilled,4200,false,IC2,ic2.core.item.ItemTinCan
IC2:reactorMOXSimple,4201,false,IC2,ic2.core.item.reactor.ItemReactorMOX
IC2:reactorMOXDual,4202,false,IC2,ic2.core.item.reactor.ItemReactorMOX
IC2:reactorMOXQuad,4203,false,IC2,ic2.core.item.reactor.ItemReactorMOX
IC2:reactorUraniumSimple,4204,false,IC2,ic2.core.item.reactor.ItemReactorUranium
IC2:reactorUraniumDual,4205,false,IC2,ic2.core.item.reactor.ItemReactorUranium
IC2:reactorUraniumQuad,4206,false,IC2,ic2.core.item.reactor.ItemReactorUranium
IC2:reactorMOXSimpledepleted,4207,false,IC2,ic2.core.item.ItemRadioactive
IC2:reactorMOXDualdepleted,4208,false,IC2,ic2.core.item.ItemRadioactive
IC2:reactorMOXQuaddepleted,4209,false,IC2,ic2.core.item.ItemRadioactive
IC2:reactorUraniumSimpledepleted,4210,false,IC2,ic2.core.item.ItemRadioactive
IC2:reactorUraniumDualdepleted,4211,false,IC2,ic2.core.item.ItemRadioactive
IC2:reactorUraniumQuaddepleted,4212,false,IC2,ic2.core.item.ItemRadioactive
IC2:reactorCoolantSimple,4213,false,IC2,ic2.core.item.reactor.ItemReactorHeatStorage
IC2:reactorCoolantTriple,4214,false,IC2,ic2.core.item.reactor.ItemReactorHeatStorage
IC2:reactorCoolantSix,4215,false,IC2,ic2.core.item.reactor.ItemReactorHeatStorage
IC2:reactorPlating,4216,false,IC2,ic2.core.item.reactor.ItemReactorPlating
IC2:reactorPlatingHeat,4217,false,IC2,ic2.core.item.reactor.ItemReactorPlating
IC2:reactorPlatingExplosive,4218,false,IC2,ic2.core.item.reactor.ItemReactorPlating
IC2:reactorHeatSwitch,4219,false,IC2,ic2.core.item.reactor.ItemReactorHeatSwitch
IC2:reactorHeatSwitchCore,4220,false,IC2,ic2.core.item.reactor.ItemReactorHeatSwitch
IC2:reactorHeatSwitchSpread,4221,false,IC2,ic2.core.item.reactor.ItemReactorHeatSwitch
IC2:reactorHeatSwitchDiamond,4222,false,IC2,ic2.core.item.reactor.ItemReactorHeatSwitch
IC2:reactorVent,4223,false,IC2,ic2.core.item.reactor.ItemReactorVent
IC2:reactorVentCore,4224,false,IC2,ic2.core.item.reactor.ItemReactorVent
IC2:reactorVentGold,4225,false,IC2,ic2.core.item.reactor.ItemReactorVent
IC2:reactorVentSpread,4226,false,IC2,ic2.core.item.reactor.ItemReactorVentSpread
IC2:reactorVentDiamond,4227,false,IC2,ic2.core.item.reactor.ItemReactorVent
IC2:reactorReflector,4228,false,IC2,ic2.core.item.reactor.ItemReactorReflector
IC2:reactorReflectorThick,4229,false,IC2,ic2.core.item.reactor.ItemReactorReflector
IC2:reactorCondensator,4230,false,IC2,ic2.core.item.reactor.ItemReactorCondensator
IC2:reactorCondensatorLap,4231,false,IC2,ic2.core.item.reactor.ItemReactorCondensator
IC2:itemTFBP,4232,false,IC2,ic2.core.item.ItemIC2
IC2:itemTFBPCultivation,4233,false,IC2,ic2.core.item.tfbp.ItemTFBPCultivation
IC2:itemTFBPIrrigation,4234,false,IC2,ic2.core.item.tfbp.ItemTFBPIrrigation
IC2:itemTFBPChilling,4235,false,IC2,ic2.core.item.tfbp.ItemTFBPChilling
IC2:itemTFBPDesertification,4236,false,IC2,ic2.core.item.tfbp.ItemTFBPDesertification
IC2:itemTFBPFlatification,4237,false,IC2,ic2.core.item.tfbp.ItemTFBPFlatification
IC2:itemTFBPMushroom,4238,false,IC2,ic2.core.item.tfbp.ItemTFBPMushroom
IC2:itemPartCoalBall,4239,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCoalBlock,4240,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartCoalChunk,4241,false,IC2,ic2.core.item.ItemIC2
IC2:itemPartIndustrialDiamond,4242,false,IC2,ic2.core.item.ItemIC2
IC2:itemSlag,4243,false,IC2,ic2.core.item.ItemIC2
IC2:itemScrap,4244,false,IC2,ic2.core.item.ItemIC2
IC2:itemScrapbox,4245,false,IC2,ic2.core.item.ItemScrapbox
IC2:itemFuelPlantBall,4246,false,IC2,ic2.core.item.ItemIC2
IC2:itemBiochaff,4247,false,IC2,ic2.core.item.ItemIC2
IC2:itemToolPainter,4248,false,IC2,ic2.core.item.ItemIC2
IC2:itemToolPainterBlack,4249,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterRed,4250,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterGreen,4251,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterBrown,4252,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterBlue,4253,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterPurple,4254,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterCyan,4255,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterLightGrey,4256,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterDarkGrey,4257,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterPink,4258,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterLime,4259,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterYellow,4260,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterCloud,4261,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterMagenta,4262,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterOrange,4263,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemToolPainterWhite,4264,false,IC2,ic2.core.item.tool.ItemToolPainter
IC2:itemDynamite,4265,false,IC2,ic2.core.item.block.ItemDynamite
IC2:itemDynamiteSticky,4266,false,IC2,ic2.core.item.block.ItemDynamite
IC2:itemRemote,4267,false,IC2,ic2.core.item.tool.ItemRemote
IC2:upgradeModule,4268,false,IC2,ic2.core.item.ItemUpgradeModule
IC2:itemCoin,4269,false,IC2,ic2.core.item.ItemIC2
IC2:itemDoorAlloy,4270,false,IC2,ic2.core.item.block.ItemIC2Door
IC2:itemPartCFPowder,4271,false,IC2,ic2.core.item.ItemFoamPowder
IC2:itemGrinPowder,4272,false,IC2,ic2.core.item.ItemIC2
IC2:itemDebug,4273,false,IC2,ic2.core.item.tool.ItemDebug
IC2:itemBoat,4274,false,IC2,ic2.core.item.ItemIC2Boat
IC2:itemWeedingTrowel,4275,false,IC2,ic2.core.item.tool.ItemWeedingTrowel
IC2:itemWeed,4276,false,IC2,ic2.core.item.ItemIC2
IC2:itemCropSeed,4277,false,IC2,ic2.core.item.ItemCropSeed
IC2:itemCropnalyzer,4278,false,IC2,ic2.core.item.tool.ItemCropnalyzer
IC2:itemFertilizer,4279,false,IC2,ic2.core.item.ItemFertilizer
IC2:itemCellHydrant,4280,false,IC2,ic2.core.item.ItemGradual
IC2:itemToolHoe,4281,false,IC2,ic2.core.item.tool.ItemElectricToolHoe
IC2:itemTerraWart,4282,false,IC2,ic2.core.item.ItemTerraWart
IC2:itemWeedEx,4283,false,IC2,ic2.core.item.ItemIC2
IC2:itemMugEmpty,4284,false,IC2,ic2.core.item.ItemMug
IC2:itemCofeeBeans,4285,false,IC2,ic2.core.item.ItemIC2
IC2:itemCofeePowder,4286,false,IC2,ic2.core.item.ItemIC2
IC2:itemMugCoffee,4287,false,IC2,ic2.core.item.ItemMugCoffee
IC2:itemHops,4288,false,IC2,ic2.core.item.ItemIC2
IC2:itemBarrel,4289,false,IC2,ic2.core.item.block.ItemBarrel
IC2:itemMugBooze,4290,false,IC2,ic2.core.item.ItemBooze
IC2:itemwoodrotor,4291,false,IC2,ic2.core.item.resources.ItemWindRotor
IC2:itemironrotor,4292,false,IC2,ic2.core.item.resources.ItemWindRotor
IC2:itemsteelrotor,4293,false,IC2,ic2.core.item.resources.ItemWindRotor
IC2:itemwcarbonrotor,4294,false,IC2,ic2.core.item.resources.ItemWindRotor
IC2:itemSteamTurbine,4295,false,IC2,ic2.core.item.ItemGradualInt
IC2:itemSteamTurbineBlade,4296,false,IC2,ic2.core.item.ItemIC2
IC2:itemIronBlockCuttingBlade,4297,false,IC2,ic2.core.item.resources.ItemBlockCuttingBlade
IC2:itemAdvIronBlockCuttingBlade,4298,false,IC2,ic2.core.item.resources.ItemBlockCuttingBlade
IC2:itemDiamondBlockCuttingBlade,4299,false,IC2,ic2.core.item.resources.ItemBlockCuttingBlade
Mekanism:PartTransmitter,4300,false,Mekanism,mekanism.common.multipart.ItemPartTransmitter
Mekanism:ElectricBow,4301,false,Mekanism,mekanism.common.item.ItemElectricBow
Mekanism:Dust,4302,false,Mekanism,mekanism.common.item.ItemDust
Mekanism:Ingot,4303,false,Mekanism,mekanism.common.item.ItemIngot
Mekanism:EnergyTablet,4304,false,Mekanism,mekanism.common.item.ItemEnergized
Mekanism:SpeedUpgrade,4305,false,Mekanism,mekanism.common.item.ItemUpgrade
Mekanism:EnergyUpgrade,4306,false,Mekanism,mekanism.common.item.ItemUpgrade
Mekanism:FilterUpgrade,4307,false,Mekanism,mekanism.common.item.ItemUpgrade
Mekanism:MufflingUpgrade,4308,false,Mekanism,mekanism.common.item.ItemUpgrade
Mekanism:GasUpgrade,4309,false,Mekanism,mekanism.common.item.ItemUpgrade
Mekanism:Robit,4310,false,Mekanism,mekanism.common.item.ItemRobit
Mekanism:AtomicDisassembler,4311,false,Mekanism,mekanism.common.item.ItemAtomicDisassembler
Mekanism:EnrichedAlloy,4312,false,Mekanism,mekanism.common.item.ItemAlloy
Mekanism:ReinforcedAlloy,4313,false,Mekanism,mekanism.common.item.ItemAlloy
Mekanism:AtomicAlloy,4314,false,Mekanism,mekanism.common.item.ItemAlloy
Mekanism:ItemProxy,4315,false,Mekanism,mekanism.common.item.ItemProxy
Mekanism:ControlCircuit,4316,false,Mekanism,mekanism.common.item.ItemControlCircuit
Mekanism:EnrichedIron,4317,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:CompressedCarbon,4318,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:CompressedRedstone,4319,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:CompressedDiamond,4320,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:CompressedObsidian,4321,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:PortableTeleporter,4322,false,Mekanism,mekanism.common.item.ItemPortableTeleporter
Mekanism:TeleportationCore,4323,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:Clump,4324,false,Mekanism,mekanism.common.item.ItemClump
Mekanism:DirtyDust,4325,false,Mekanism,mekanism.common.item.ItemDirtyDust
Mekanism:Configurator,4326,false,Mekanism,mekanism.common.item.ItemConfigurator
Mekanism:NetworkReader,4327,false,Mekanism,mekanism.common.item.ItemNetworkReader
Mekanism:WalkieTalkie,4328,false,Mekanism,mekanism.common.item.ItemWalkieTalkie
Mekanism:Jetpack,4329,false,Mekanism,mekanism.common.item.ItemJetpack
Mekanism:Dictionary,4330,false,Mekanism,mekanism.common.item.ItemDictionary
Mekanism:GasMask,4331,false,Mekanism,mekanism.common.item.ItemGasMask
Mekanism:ScubaTank,4332,false,Mekanism,mekanism.common.item.ItemScubaTank
Mekanism:Balloon,4333,false,Mekanism,mekanism.common.item.ItemBalloon
Mekanism:Shard,4334,false,Mekanism,mekanism.common.item.ItemShard
Mekanism:ElectrolyticCore,4335,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:Sawdust,4336,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:Salt,4337,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:BrineBucket,4338,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:LithiumBucket,4339,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:HeavyWaterBucket,4340,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:Crystal,4341,false,Mekanism,mekanism.common.item.ItemCrystal
Mekanism:FreeRunners,4342,false,Mekanism,mekanism.common.item.ItemFreeRunners
Mekanism:ArmoredJetpack,4343,false,Mekanism,mekanism.common.item.ItemJetpack
Mekanism:ConfigurationCard,4344,false,Mekanism,mekanism.common.item.ItemConfigurationCard
Mekanism:CraftingFormula,4345,false,Mekanism,mekanism.common.item.ItemCraftingFormula
Mekanism:SeismicReader,4346,false,Mekanism,mekanism.common.item.ItemSeismicReader
Mekanism:Substrate,4347,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:Polyethene,4348,false,Mekanism,mekanism.common.item.ItemHDPE
Mekanism:BioFuel,4349,false,Mekanism,mekanism.common.item.ItemMekanism
Mekanism:GlowPanel,4350,false,Mekanism,mekanism.common.multipart.ItemGlowPanel
Mekanism:Flamethrower,4351,false,Mekanism,mekanism.common.item.ItemFlamethrower
Mekanism:GaugeDropper,4352,false,Mekanism,mekanism.common.item.ItemGaugeDropper
Mekanism:FactoryInstaller,4353,false,Mekanism,mekanism.common.item.ItemFactoryInstaller
Mekanism:OtherDust,4354,false,Mekanism,mekanism.common.item.ItemOtherDust
MekanismGenerators:SolarPanel,4355,false,MekanismGenerators,mekanism.common.item.ItemMekanism
MekanismGenerators:Hohlraum,4356,false,MekanismGenerators,mekanism.generators.common.item.ItemHohlraum
MekanismGenerators:TurbineBlade,4357,false,MekanismGenerators,null
MekanismTools:WoodPaxel,4358,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:StonePaxel,4359,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:IronPaxel,4360,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:DiamondPaxel,4361,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:GoldPaxel,4362,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:ObsidianHelmet,4363,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:ObsidianChestplate,4364,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:ObsidianLeggings,4365,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:ObsidianBoots,4366,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:ObsidianPaxel,4367,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:ObsidianPickaxe,4368,false,MekanismTools,mekanism.tools.item.ItemMekanismPickaxe
MekanismTools:ObsidianAxe,4369,false,MekanismTools,mekanism.tools.item.ItemMekanismAxe
MekanismTools:ObsidianShovel,4370,false,MekanismTools,mekanism.tools.item.ItemMekanismShovel
MekanismTools:ObsidianHoe,4371,false,MekanismTools,mekanism.tools.item.ItemMekanismHoe
MekanismTools:ObsidianSword,4372,false,MekanismTools,mekanism.tools.item.ItemMekanismSword
MekanismTools:LapisLazuliHelmet,4373,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:LapisLazuliChestplate,4374,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:LapisLazuliLeggings,4375,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:LapisLazuliBoots,4376,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:LapisLazuliPaxel,4377,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:LapisLazuliPickaxe,4378,false,MekanismTools,mekanism.tools.item.ItemMekanismPickaxe
MekanismTools:LapisLazuliAxe,4379,false,MekanismTools,mekanism.tools.item.ItemMekanismAxe
MekanismTools:LapisLazuliShovel,4380,false,MekanismTools,mekanism.tools.item.ItemMekanismShovel
MekanismTools:LapisLazuliHoe,4381,false,MekanismTools,mekanism.tools.item.ItemMekanismHoe
MekanismTools:LapisLazuliSword,4382,false,MekanismTools,mekanism.tools.item.ItemMekanismSword
MekanismTools:OsmiumHelmet,4383,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:OsmiumChestplate,4384,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:OsmiumLeggings,4385,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:OsmiumBoots,4386,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:OsmiumPaxel,4387,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:OsmiumPickaxe,4388,false,MekanismTools,mekanism.tools.item.ItemMekanismPickaxe
MekanismTools:OsmiumAxe,4389,false,MekanismTools,mekanism.tools.item.ItemMekanismAxe
MekanismTools:OsmiumShovel,4390,false,MekanismTools,mekanism.tools.item.ItemMekanismShovel
MekanismTools:OsmiumHoe,4391,false,MekanismTools,mekanism.tools.item.ItemMekanismHoe
MekanismTools:OsmiumSword,4392,false,MekanismTools,mekanism.tools.item.ItemMekanismSword
MekanismTools:BronzeHelmet,4393,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:BronzeChestplate,4394,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:BronzeLeggings,4395,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:BronzeBoots,4396,false,MekanismTools,mekanism.tools.item.ItemMekanismArmor
MekanismTools:BronzePaxel,4397,false,MekanismTools,mekanism.tools.item.ItemMekanismPaxel
MekanismTools:BronzePickaxe,4398,false,MekanismTools,mekanism.tools.item.ItemMekanismPickaxe
MekanismTools:BronzeAxe,4399,false,MekanismTools,mekanism.tools.item.ItemMekanismAxe
MekanismTools:BronzeShovel,4400,false,MekanismTools,mekanism.tools.item.ItemMekanismShovel
MekanismTools:BronzeHoe,4401,false,MekanismTools,mekanism.tools.item.ItemMekanismHoe
MekanismTools:BronzeSword,4402,false,MekanismTools,mekanism.tools.item.ItemMekanismSword
